,text
1006,This little place definitely exceeded my expectations and you sure get a lot of food for your money.
1007,Tasty but expensive.
1008,Although be warned their dinner menu to sit and take out prices are different.
1009,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!
1010,"But for whatever reason, prices are about twice as high."
1011,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.
1012,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!"
1013,Great food and the prices are very reasonable.
1014,"At 5 dumplings for $1, you just cannot go wrong."
1015,But the pizza is way to expensive.
1016,"The food is expensive, but worth every bite."
1017,Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.
1018,They charge different prices all the time.
1019,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced."
1020,We took advanatage of the half price sushi deal on saturday so it was well worth it.
1021,The prices were CHEAP compared to the quality of service and food.
1022,"Top spot in town for Vietnamese classics, better than places that cost a lot more."
1023,The dim sum is delectable while the prices are quite easy on the wallet.
1024,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious."
1025,I must say it's a little pricey for the food because it was not as spectacular as the view.
1026,Cheese plate is a varied delight and great bargain at $10.
1027,"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms."
1028,"$160 for 2 filets, 2 sides, an appetizer and drinks."
1029,"While the prices are nothing special, the portions are huge."
1030,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food."
1031,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.
1032,This big draw is the all you can sushi here for $19.95!
1033,we spent 50 $$ definetly will come back with my friends!!!
1034,"came here for restaurant week, didn't save much, but it was still great."
1035,"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
1036,Drinks way over priced.
1037,Moderate prices.
1038,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting."
1039,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!"
1040,We all felt it was worth it.
1041,The pizza is overpriced and soggy.
1042,"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare."
1043,"For the quality of food, a little too expensive."
1044,IT is the best deal in town for a Monday night dinner at a fine restaurant.
1045,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side."
1046,"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else."
1047,And all of that won't break your bank!
1048,Acceptable prices.
1049,"As I made the title, it's an affordable restaurant for great taste."
1050,Definitely not worth the price!
1051,Great food at reasonable prices.
1052,The prices are about $9 for an entree for dinner and even less for lunch.
1053,and you can't beat the prices.
1054,Prices too high for this cramped and unappealing resturant.
1055,"It is terrific, as is the value."
1056,The menu prices are a bit expensive for what you get in quality and portion size.
1057,Could be pricey without a prix fixe meal.
1058,It is also extremely well priced.
1059,"Then, get ripped on free box wine."
1060,"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great."
1061,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.
1062,A little pricey but it really hits the spot on a Sunday morning!
1063,But the staff was so horrible to us.
1064,Where Gabriela personaly greets you and recommends you what to eat.
1065,"Not only was the food outstanding, but the little 'perks' were great."
1066,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).
1067,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!"
1068,Obviously run by folks who know a pie.
1069,"Best of all is the warm vibe, the owner is super friendly and service is fast."
1070,Faan's got a great concept but a little rough on the delivery.
1071,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
1072,The price is reasonable although the service is poor.
1073,The place is so cool and the service is prompt and curtious.
1074,They wouldnt even let me finish my glass of wine before offering another.
